,Unnamed: 0,id,song,album,artist,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature,valence_x,album_id,date,date_year,duration_ms_d,com_f_x,acousticness_y,artists,danceability_y,duration_ms_y,energy_y,explicit,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,name,popularity,release_date,speechiness_y,tempo_y,valence_y,year,release_date_year,artists_d,com_f_y,popularity_dummy,lyrics,stats_dict_tuple,num_sentences,num_words,num_syllables,readability,grade,richness,Language,neg,neu,pos,compound,compound_vader_polarity,artist_popularity
0,0,1mTxphc9naXMLE9qfMkEVh,,,,,,,,,,,,,,,,,,,,,,0.0309,['The Cotton Candy Blues Band'],0.593,187286,0.45,0,0.00187,2,0.3339999999999999,-10.679,1,Early in the morning,0,1940,0.0307,112.054,0.4539999999999999,1940,1940-01-01,The Cotton Candy Blues Band,The Cotton Candy Blues Band187286Early in the morning0.03090.5930.4500.0018720.334-10.67910.0307112.0540.454,0,money table play player hand band band money table play player hand band band bitch mad pack bag head poppin tag fryin fact cotton candy deuce ounce paint candy weekend redbone bitch thou cash baby money nigga show beat ass crowd pesos hoodie spend dollar hoodie tommie count thou face benji dollar bill money table play player hand band band lot cash nigga thug love girl boss aw type nigga yeah rack talkin cup actor training day glock bless nigga grace day bang mask face case money table play player hand band band bitch chicken band morning em steak rice kite jane bust hoe hoe fuck year field slidin seminary sea break bitch kick band tooth neck hoe pimp dick fee bitch money table play player hand band band,"({'num_sentences': 6, 'num_words': 783, 'num_syllables': 735}, {'readability': -5.036, 'grade': 'College Graduate'})",6.0,783.0,735.0,-5.0360000000000005,College Graduate,0.1779769526248399,en,0.102,0.846,0.052,-0.9857,-1.0,0.0
1,1,2Tp1yCGNjjZ39HTEnKaqhx,,,,,,,,,,,,,,,,,,,,,,0.976,['The Keynotes'],0.369,103333,0.228,0,0.0,1,0.15,-9.628,1,I Don't Know,0,1945,0.03,82.39399999999998,0.5720000000000001,1945,1945-01-01,The Keynotes,The Keynotes103333I Don't Know0.9760.3690.22800.010.15-9.62810.0382.393999999999980.5720000000000001,0,win oh please baby oh dear man oh win oh,"({'num_sentences': 4, 'num_words': 186, 'num_syllables': 152}, {'readability': 90.502, 'grade': '5th Grade'})",4.0,186.0,152.0,90.502,5th Grade,0.0765027322404371,en,0.294,0.455,0.251,-0.8895,-1.0,5.0
2,2,3plzStfrkTOq9lehqqI3bG,,,,,,,,,,,,,,,,,,,,,,0.366,['EOR'],0.631,324882,0.682,0,0.0,9,0.3379999999999999,-10.486,0,Till,0,1946,0.0417,150.061,0.386,1946,1946-01-01,EOR,EOR324882Till0.3660.6310.68200.090.338-10.48600.0417150.0610.386,0,hook man man omen omen man man man kid man man verse1 way man vison man choice man decison kid man stop jesus tuition jamal marcus passion ya niggas nigga demon event life mother fortune kid life track nigga glory work niggas something take place tape poilce doa passion hook man man omen omen man man man kid man man verse2 mr cussing rap church yo auntie tho dream mantel kid candle lord cuz gas granddad complain dream boy raman noodle eat perky look elevator stair hook man man omen omen man man man kid man man,"({'num_sentences': 6, 'num_words': 495, 'num_syllables': 527}, {'readability': 33.028, 'grade': 'College Level'})",6.0,495.0,527.0,33.028,College Level,0.2545824847250509,en,0.064,0.8,0.136,0.9856,1.0,46.0
3,3,2MGhUOnAifh3znlInWnywc,,,,,,,,,,,,,,,,,,,,,,0.926,['Lowell Fulson'],0.67,170333,0.351,0,0.00531,0,0.168,-5.714,1,Fulson Blues,0,1945,0.0693,140.253,0.58,1945,1945-01-01,Lowell Fulson,Lowell Fulson170333Fulson Blues0.9260.670.3510000000000000300.005310000000000000500.168-5.71410.0693140.2530.58,0,voice time number telephone line soul blue blue blue cause angel swim ocean fish walk sea teardrop rise lord blue blue blue cause,"({'num_sentences': 1, 'num_words': 183, 'num_syllables': 179}, {'readability': -61.661, 'grade': 'College Graduate'})",1.0,183.0,179.0,-61.661,College Graduate,0.1912568306010929,en,0.109,0.8170000000000001,0.074,-0.5831,-1.0,38.0
4,4,1vDRvO1X021HlJY2NnqUU2,,,,,,,,,,,,,,,,,,,,,,0.962,['Sonny Boy Williamson I'],0.5720000000000001,186227,0.1639999999999999,0,0.00346,0,0.247,-15.842,1,Down South,0,1945,0.0471,78.439,0.6609999999999999,1945,1945-01-01,Sonny Boy Williamson I,Sonny Boy Williamson I186227Down South0.9620.57200000000000010.1639999999999999800.0034600.247-15.84210.047178.4390.6609999999999999,0,hobo blue trk yank guitar sonny williamson harmonica bass cano bass washboard wshbrd studio chicago il apr issue bluebird album bluebird vol chicago side bmg music gon baby mo nin lordy lord way home lordy way home rytime thinkin baby man head moan baby ev rytime jungle home ev rytime cide lord jungle home prod son goin home acknowlege need mo baby nin fo lord ol freight train begin rock dawn mo nin fo man freight train begin rock lord door sonny ya washboard sam struttin guy death lord lightnin boy cloud risin east yeah ya stay yes lord lord lightnin cloud risin east lord head lord world gon lord home baby home baby time woman,"({'num_sentences': 8, 'num_words': 486, 'num_syllables': 434}, {'readability': 69.626, 'grade': '9th Grade'})",8.0,486.0,434.0,69.626,9th Grade,0.2,en,0.034,0.913,0.053,0.6788,1.0,60.8484016149315
5,5,25RgKJvcn4LZJEpgQJ4JBh,,,,,,,,,,,,,,,,,,,,,,0.941,['The Keynotes'],0.2,207573,0.15,0,0.0,11,0.19,-11.986,1,A Star,0,1945,0.0282,167.696,0.297,1945,1945-01-01,The Keynotes,The Keynotes207573A Star0.9410.20.1500.0110.19-11.98610.0282167.6960.297,0,folk question fuck thumb nobody mind bitch mind business till cup tonight star check ass step toe call doctor prescription yeah game hand child man damn niggas moment shit everybody shoe money hood cause dream opium scene nigga way shit billboard brag world sun shade herb reverb hella pussy scent liquor el debarge system feeling tone bone art cute cause head smart headbutt enough card damn brother cookie cutter master control ya hold hand hand thunder mustard pretzel weed flower petal herbal turtle till feather shoe money hood cause dream opium scene nigga way shit billboard brag world sun shade max evening meeting weekend end name everybody glad ass valet skii nah bro see climate tree neighborhood watch suit tailor keynote adress homework room groupie bitch alert hater answer shoe money hood cause dream opium scene nigga way shit billboard brag world sun shade bloke badd hoe visit mom eat food basket ooh god damn game phone god damn whatchu man rest peace piece land imitation footstep pterodactyl cliff slave havoc court bitch plead fifth speak em music terrifying nigga teriyaki chicken living room visit nigga shoe money hood cause dream opium scene nigga way shit billboard brag world sun shade,"({'num_sentences': 5, 'num_words': 1006, 'num_syllables': 1145}, {'readability': -93.672, 'grade': 'College Graduate'})",5.0,1006.0,1145.0,-93.672,College Graduate,0.2323030907278165,en,0.145,0.736,0.119,-0.989,-1.0,5.0
6,6,1gfgFflkeYBuAtk3Dl0nxb,,,,,,,,,,,,,,,,,,,,,,0.877,['Elise Hayes'],0.415,84519,0.129,0,0.0,0,0.139,-11.623,1,Let It Snow,0,1945,0.0357,162.30700000000004,0.5870000000000001,1945,1945-01-01,Elise Hayes,Elise Hayes84519Let It Snow0.8770.4150.12900.000.139-11.62310.0357162.307000000000040.5870000000000001,0,yeah hey samson delilah beauty shop hey hair drop samson delilah beauty shop hey hair drop gon mind tell salon oh liquor store quarter whirlin curlin twirlin hair leavin ya samson delilah beauty shop hey hair drop samson delilah beauty shop hey hair drop donna gon katie date alright gon tonight appointment lurch lookin nice church samson delilah beauty shop hey hair drop samson delilah beauty shop hey hair drop drop aw haye praise something show face anybody place mr cole hair samson delilah beauty shop hey hair drop samson delilah beauty shop baby hair drop drop drop waitin hair readin magazine people public eye carson burton jackie di larry hageman field parton samson delilah beauty shop hey hair drop samson delilah beauty shop hey hair drop samson delilah beauty shop baby hair drop samson delilah beauty shop hey hair ah drop cmon drop yeah cmon drop drop drop drop drop,"({'num_sentences': 4, 'num_words': 463, 'num_syllables': 518}, {'readability': -5.301, 'grade': 'College Graduate'})",4.0,463.0,518.0,-5.301,College Graduate,0.2526997840172786,en,0.109,0.682,0.209,0.9954,1.0,10.0
7,7,30YoNppdDkG5WbbOiLyVSN,,,,,,,,,,,,,,,,,,,,,,0.99,['Memphis Slim'],0.57,157680,0.617,0,0.6509999999999999,0,0.17,-4.853,1,Now I Got the Blues,0,1946,0.0509,97.85,0.938,1946,1946-01-01,Memphis Slim,Memphis Slim157680Now I Got the Blues0.990.570.61700.650999999999999900.17-4.85310.050997.850.938,0,baby place hang town club gogo money picture show club gogo let baby spot town bind boyfriend joe shoot club gogo baby baby blue day night everybody monkey friend meyer place club gogo let babe ah yeah guess goin place soul heart soul alright dad john lee hooker jerome stone memphis reed baby boy williamson baby,"({'num_sentences': 1, 'num_words': 236, 'num_syllables': 224}, {'readability': -113.003, 'grade': 'College Graduate'})",1.0,236.0,224.0,-113.003,College Graduate,0.2966101694915254,en,0.011,0.8270000000000001,0.162,0.9726,1.0,35.0
8,8,3IJlujhYlxbQSFBwM0H1ep,,,,,,,,,,,,,,,,,,,,,,0.995,['The Soft Winds'],0.469,272973,0.0728,0,0.939,8,0.104,-29.06,1,All The Things You Are,0,1947,0.043,133.775,0.581,1947,1947-01-01,The Soft Winds,The Soft Winds272973All The Things You Are0.9950.4690.072800.93980.104-29.0610.043133.7750.581,0,baby lie dream sea pleiade thing round sin dream sea wind destiny stay thing round sin dream sea wind destiny stay thing round,"({'num_sentences': 1, 'num_words': 91, 'num_syllables': 107}, {'readability': 14.995, 'grade': 'College Graduate'})",1.0,91.0,107.0,14.995,College Graduate,0.0879120879120879,en,0.065,0.787,0.149,0.7003,1.0,0.0
9,9,2ZtiwhRV9gQczWPu8vZHPr,,,,,,,,,,,,,,,,,,,,,,0.939,['Lead Belly'],0.731,108251,0.487,0,0.000247,9,0.308,-8.236,1,Army Life,0,1947,0.0867,117.985,0.882,1947,1947-01-01,Lead Belly,Lead Belly108251Army Life0.9390.7310.48700.0002470000000000000490.308-8.23610.0867117.9850.882,0,breez evahflowin ft immortal technique land gun nigga sheriff sheriff town brother brother sheriff nigga sheriff law nichol people law enforcement em shoe death people man anything shoot ya people country government power anger merciless anger street word mel master yo ticket crime highway gun fund way grade people pit tri state middle fly weight lock load range globe poss lead control hold paper fold time gold man soul price dice man man plan til hopeless position life man stand kid wife kid night hand heat man beef flame end learn man class session blast lesson war mankind damn mind stand gunpowder landmine sign end time time thought rhyme street food well feed niggas welfare nobody healthcare nothing heat hell george bush year gat anything map source land force land gun land gun land gun land gun yeah people lock load place cop build death squad child shell man shot air soldier nobody care future note past class warfare news corporation view cause gun land gold timer deathbe wisdom immigrant christian freedom street difference week year line line anything land gun let anything fuck live hell cell soul ice hand gun palm nigga life hand man gram game mouse fan word river west iran crescent moon star middle depth history scar scribble world martyr phet message book riddle street guerilla warfare people guerilla warfare child tear army hell industry year gat heaven blank check truth source fight land force music course tec clip fuck chain porsche land gun land gun land gun land gun yeah yeah technique breez evahflowin harlem,"({'num_sentences': 55, 'num_words': 1119, 'num_syllables': 1134}, {'readability': 100.45, 'grade': '5th Grade'})",55.0,1119.0,1134.0,100.45,5th Grade,0.2598130841121495,en,0.146,0.747,0.107,-0.9931,-1.0,47.0
10,10,2ht6vHCVeFusFbz5H4ogu1,,,,,,,,,,,,,,,,,,,,,,0.99,['Noor Jehan'],0.413,206787,0.226,0,0.0014199999999999,2,0.168,-12.189,0,Aaj Ki Raat,0,1947-08-15,0.0791,102.258,0.211,1947,1947-01-01,Noor Jehan,Noor Jehan206787Aaj Ki Raat0.990.4130.22600.001419999999999999820.168-12.18900.0791102.2580.211,0,mai tir galiyo ke ki jah chal hai rasm ki ke jo ko ch hne vaal tav ko chur jism jaa bach hai dil ke liye ab ye bast kush ki hisht muqayyad hai aur sag bahut hai zulm bah na ke liye jo chand jun lev hai bane hai havas mudda bh munsif bh kise vak kare ch he magar lo ke din guzarte hai tire fir me yuu sub shaam karte hai bujh jo zind samjh hai ki ter maa sit ro se bhar ga hog chamak hai sal sil jaan hai ki ab sahar tire ru par bikhar ga hog haraz tasavvur sh sahar me jiite hai giraft ya dar me jiite hai hamesha rah hai zulm se halq rasm na hai riit na hamesha khil hai ham aag me phuul haar na hai jiit na is sabab se falak gila karte tire fir me ham dil bur karte gar aaj tujh se jud hai baham ho ge ye raat bhar jud gar aaj auj pe hai raq chaar din hud jo tujh se vaf rakhte hai lail nah rakhte hai translation salutation street nation custom none head devotee pilgrimage eye body fear heart wrench sight stone brick mongrel tyranny excuse nothing name lip power prosecute judge wonder turn protection justice fate time day memory hope heart forehead star chain dawn face memory dawn dusk shadow prison wall world tyranny ritual rebellion flower fire defeat victory heaven bitterness seed heart today day separation tonight today power rival zenith day omniscience keep cure pain heart break,"({'num_sentences': 15, 'num_words': 631, 'num_syllables': 695}, {'readability': 70.957, 'grade': '7th Grade'})",15.0,631.0,695.0,70.957,7th Grade,0.4084278768233387,en,0.0559999999999999,0.88,0.064,0.6265,1.0,34.0
11,11,2KsWG8tKGlq5ds3tpw5PxH,,,,,,,,,,,,,,,,,,,,,,0.982,['Lead Belly'],0.63,113998,0.392,0,0.00525,4,0.292,-10.354,1,By And By When The Morning Comes,0,1947,0.133,87.19200000000002,0.754,1947,1947-01-01,Lead Belly,Lead Belly113998By And By When The Morning Comes0.9820.630.39200.0052540.292-10.35410.13387.192000000000020.754,0,mornin boat brother way peace chorus mornin saint god home story mornin saint god home story mornin saint god home story time mornin saint god home story,"({'num_sentences': 1, 'num_words': 230, 'num_syllables': 251}, {'readability': -118.939, 'grade': 'College Graduate'})",1.0,230.0,251.0,-118.939,College Graduate,0.1038961038961039,en,0.0,0.8809999999999999,0.119,0.9726,1.0,47.0
12,12,33VvL8gOgOg8OgckrJdIgS,,,,,,,,,,,,,,,,,,,,,,0.477,['Charlie Chaplin'],0.2689999999999999,68068,0.0865,0,0.12,0,0.2769999999999999,-19.635,1,Finale,0,1947,0.0399,140.618,0.139,1947,1947-01-01,Charlie Chaplin,Charlie Chaplin68068Finale0.4770.2690.086500.1200.277-19.63510.0399140.6180.139,0,friend mine ticket ballet seat something performance suit shirt taxi town fear feel feel velvet flock bird tragedy madonna mermaid chorus welcome dream life nothing everything peace mind peace mind thing peace mine word time room chandelier till queen england chaplin joke johnny cash drinking someone crowd chorus observe ballerina pirouette love night court finale street rain stand cigarette life chorus,"({'num_sentences': 40, 'num_words': 530, 'num_syllables': 591}, {'readability': 99.049, 'grade': '5th Grade'})",40.0,530.0,591.0,99.049,5th Grade,0.4671532846715328,en,0.076,0.779,0.145,0.9584,1.0,41.0
13,13,3FZLhLjLooqq607v20xMBF,,,,,,,,,,,,,,,,,,,,,,0.858,['The Soft Winds'],0.5579999999999999,386640,0.258,0,0.612,5,0.6970000000000001,-19.002,1,I Love You,0,1947,0.0946,111.656,0.597,1947,1947-01-01,The Soft Winds,The Soft Winds386640I Love You0.8580.55799999999999990.25800.61250.6970000000000001-19.00210.0946111.6560.597,0,damon deedee chase tiffini wind blow summertime lover hand hand lane girl feel night word lover mind girl past memorie memorie wind blow summertime,"({'num_sentences': 1, 'num_words': 159, 'num_syllables': 172}, {'readability': -46.067, 'grade': 'College Graduate'})",1.0,159.0,172.0,-46.067,College Graduate,0.2893081761006289,en,0.063,0.603,0.3339999999999999,0.9932,1.0,0.0
14,14,2ozIEDPKuAyKG3UfkCXrMf,,,,,,,,,,,,,,,,,,,,,,0.982,['Lead Belly'],0.496,136673,0.321,0,0.0952,9,0.308,-13.247,1,Midnight Special,0,1947,0.0968,182.206,0.931,1947,1947-01-01,Lead Belly,Lead Belly136673Midnight Special0.9820.4960.32100.095290.308-13.24710.0968182.2060.931,0,yonder rosie world apron dress rella shoulder piece paper hand governor man midnight shine light midnight shine lovin light mornin bell ring marchin table thing knife fork table pan anything trouble man midnight shine light midnight shine lovin light nation territo well girl mexico midnight shine light midnight shine lovin light benson crocker boone dollar bind midnight shine light midnight shine lovin light jumpin judy girl judy jumpin round world well mornin fore day news wife holl cryin time midnight shine light midnight shine lovin light,"({'num_sentences': 2, 'num_words': 373, 'num_syllables': 397}, {'readability': -72.506, 'grade': 'College Graduate'})",2.0,373.0,397.0,-72.506,College Graduate,0.2566844919786096,en,0.042,0.794,0.165,0.9919,1.0,47.0
15,15,2nAN7sKYx7TdRy99BygzOt,,,,,,,,,,,,,,,,,,,,,,0.969,['Lead Belly'],0.727,161593,0.327,0,8.06e-06,2,0.0449,-11.404000000000002,1,We're In The Same Boat Brother,0,1947,0.128,120.754,0.779,1947,1947-01-01,Lead Belly,Lead Belly161593We're In The Same Boat Brother0.9690.7270.32708.06e-0620.0449-11.40400000000000210.128120.7540.779,0,boat boat brother end gon boat brother lord place sea space spot race boat crew eye world sky boat boat brother end gon boat boat storm grief rock reef goin belief race freight jonah shoe mate cruise boat boat brother end gon boat brother boiler blow spain keel steam oregon time crew bow good hatch fire china bay pearl harbor deck cause boat boat brother end gon boat boat boat brother end gon boat brother,"({'num_sentences': 1, 'num_words': 377, 'num_syllables': 379}, {'readability': -260.869, 'grade': 'College Graduate'})",1.0,377.0,379.0,-260.869,College Graduate,0.2219321148825065,en,0.062,0.909,0.0289999999999999,-0.7599,-1.0,47.0
16,16,2sgwT9RqDlULmaTQLTJKD1,,,,,,,,,,,,,,,,,,,,,,0.932,['The Soft Winds'],0.605,238867,0.264,0,3.3e-05,7,0.7020000000000001,-17.549,0,"I Told Ya I Love Ya, Now Get Out",0,1947,0.397,97.558,0.7340000000000001,1947,1947-01-01,The Soft Winds,"The Soft Winds238867I Told Ya I Love Ya, Now Get Out0.9320.6050.26403.3e-0570.7020000000000001-17.54900.39797.5580.7340000000000001",0,love news baby need love somebody soul picture style flow ya threat fact ya dude people nah dawg need way game bout place betta plan talk slick play ya dude history chillin shade name point blank case talk right playa check line ya manager ya paper work everything fire let piece year people speak sympathy pass thing misery day call tryna deal wan biz ta wan mess bandwagonna lame fame game character fact longevity wind memory see spit elliot latifah kim brown lyte category era laugh news flash steppin whack ass walk afar glance breed time class femcee time shoulda light show ova thing change god gift eminence headstrong mistake bet hater care style think thing picture nothing winner pay attention newz,"({'num_sentences': 3, 'num_words': 640, 'num_syllables': 659}, {'readability': -96.81, 'grade': 'College Graduate'})",3.0,640.0,659.0,-96.81,College Graduate,0.3213728549141966,en,0.147,0.7190000000000001,0.134,-0.8631,-1.0,0.0
17,17,2siBbhgI6qSMk4Pfs1WAYS,,,,,,,,,,,,,,,,,,,,,,0.81,['Lead Belly'],0.731,175882,0.34,0,0.0009609999999999,1,0.3429999999999999,-11.597,1,Red Bird,0,1947,0.285,112.7,0.924,1947,1947-01-01,Lead Belly,Lead Belly175882Red Bird0.810.7310.3400.00096110.343-11.59710.285112.70.924,0,child play song child playin em speed ring playin bird morning bird morning everybody goin ring nobody ring swing time partner swing way ring till home bird bird morning bird morning bird morning bird morning bird bird morning bird bird morning bird bird morning bird morning bird morning bird morning bird morning bird bird morning bird bird morning bird bird morning bird bird morning bird morning bird morning bird morning bird morning matter bird morning matter bird morning matter bird morning matter bird morning bird morning bird morning bird morning bird morning cat bird morning cat bird morning cat bird morning bird morning bird morning bird morning bird morning hawk bird morning hawk bird morning hawk bird morning bird morning bird morning bird morning bird morning matter bird morning matter bird morning matter bird morning matter bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird morning bird bird morning bird bird morning,"({'num_sentences': 9, 'num_words': 639, 'num_syllables': 628}, {'readability': 51.626, 'grade': '11th Grade'})",9.0,639.0,628.0,51.626000000000005,11th Grade,0.0647709320695102,en,0.0,0.958,0.042,0.9367,1.0,47.0
